ENSG ID	Gene Symbol	CHR	pos.p0	schwartz_gwas.best.zscore	schwartz_gwas.lasso.zscore	schwartz_gwas.best.pvalue	schwartz_gwas.lasso.pvalue	schwartz_gwas.best.pred_perf_r2	schwartz_gwas.lasso.pred_perf_r2	schwartz_gwas.best.bfr_thresh	schwartz_gwas.lasso.bfr_thresh	schwartz_gwas.best.bfr_sig	schwartz_gwas.lasso.bfr_sig	schwartz_gwasx.best.zscore	schwartz_gwasx.lasso.zscore	schwartz_gwasx.best.pvalue	schwartz_gwasx.lasso.pvalue	schwartz_gwasx.best.pred_perf_r2	schwartz_gwasx.lasso.pred_perf_r2	schwartz_gwasx.best.bfr_thresh	schwartz_gwasx.lasso.bfr_thresh	schwartz_gwasx.best.bfr_sig	schwartz_gwasx.lasso.bfr_sig	bellen.best.zscore	bellen.lasso.zscore	bellen.best.pvalue	bellen.lasso.pvalue	bellen.best.pred_perf_r2	bellen.lasso.pred_perf_r2	bellen.best.bfr_thresh	bellen.lasso.bfr_thresh	bellen.best.bfr_sig	bellen.lasso.bfr_sig	wight.best.zscore	wight.lasso.zscore	wight.best.pvalue	wight.lasso.pvalue	wight.best.pred_perf_r2	wight.lasso.pred_perf_r2	wight.best.bfr_thresh	wight.lasso.bfr_thresh	wight.best.bfr_sig	wight.lasso.bfr_sig	jansen.best.zscore	jansen.lasso.zscore	jansen.best.pvalue	jansen.lasso.pvalue	jansen.best.pred_perf_r2	jansen.lasso.pred_perf_r2	jansen.best.bfr_thresh	jansen.lasso.bfr_thresh	jansen.best.bfr_sig	jansen.lasso.bfr_sig
ENSG00000000971	CFH	1	196621008	-1.2902921396949305	0.07824138292362434	0.1969492449964556	0.937636044081308	0.0577746979374664	0.0516405407705355	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-0.16293076101874354	0.14549347311161887	0.8705729506475174	0.8843212686224056	0.0577746979374664	0.0516405407705355	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-1.6483823441920094	-1.8543127794372514	0.09927423676722424	0.06369442486960349	0.0577746979374664	0.0516405407705355	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	-0.7043362821715934	-0.8541255608204157	0.48122337642214796	0.39303542259509006	0.0577746979374664	0.0516405407705355	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	-1.498242932452594	-1.2952460234430125	0.13407014494552677	0.19523537280647274	0.0577746979374664	0.0516405407705355	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000001036	FUCA2	6	143815948	0.058218392032238116	0.2998430307679979	0.9535746708456128	0.7642968907457661	0.274247182038762	0.269934320342326	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.20911911984871995	0.32853876732382237	0.834355249188117	0.7425043373602045	0.274247182038762	0.269934320342326	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-0.8334189392023128	-0.9078590241038649	0.40460849702679125	0.3639527090244572	0.274247182038762	0.269934320342326	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	-0.7173359952742633	-0.4911353445961078	0.4731668021004857	0.6233307245128161	0.274247182038762	0.269934320342326	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	0.5797579270790699	0.6100208219990665	0.5620778735237656	0.5418480145500845	0.274247182038762	0.269934320342326	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000001084	GCLC	6	53362139	1.192410202767551	1.0601523462151075	0.23310044167038235	0.2890752966488649	0.0377452119090654	0.0248420458701447	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-0.0470285428814708	-0.04188724256617341	0.9624904787608856	0.9665885864304165	0.0377452119090654	0.0248420458701447	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-0.736198952243418	-1.1535232055656655	0.4616096298047814	0.24869569840937455	0.0377452119090654	0.0248420458701447	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	-1.3144567367310378	-0.7609693560922958	0.1886925480206334	0.4466753707739992	0.0377452119090654	0.0248420458701447	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	-1.1146899259947258	-0.9256325825813251	0.2649833194711745	0.35463695463807465	0.0377452119090654	0.0248420458701447	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000001561	ENPP4	6	46097730	0.9972127542198505	0.9920465928214486	0.31866125142956403	0.3211747973621485	0.22286294464719	0.220374382116035	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	2.6348608447610378	2.589406471984455	0.008417178299499716	0.009614153551518219	0.22286294464719	0.220374382116035	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	1.3358150647975655	1.2987307111681843	0.1816097277241875	0.19403636064999352	0.22286294464719	0.220374382116035	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	1.0634699152894576	1.0967750320761855	0.28756890135340885	0.27273974729561024	0.22286294464719	0.220374382116035	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	1.3149565757634412	1.3337555727316088	0.18852449694239193	0.18228397540567365	0.22286294464719	0.220374382116035	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000001629	ANKIB1	7	91875548	-2.5363303556199965	-2.3592951062994487	0.01120210032654327	0.018309688810679958	0.00961760610333662	0.00450903365051092	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-2.95263324884923	-3.174464372093879	0.0031507605416599125	0.0015011331820790504	0.00961760610333662	0.00450903365051092	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-2.2944330607025454	-1.7340037856682158	0.02176563596224955	0.08291741147283457	0.00961760610333662	0.00450903365051092	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	-1.2066827783549785	-1.3870048078903152	0.22755433386168944	0.16544029677243588	0.00961760610333662	0.00450903365051092	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	-2.4319049255845675	-2.652008355972067	0.01501964925121267	0.008001456167883177	0.00961760610333662	0.00450903365051092	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000002549	LAP3	4	17578815	0.4728783071041107	0.5389572176539285	0.6363000023510069	0.5899163750628609	0.0196803726113841	0.0163541565129079	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.6725199818611145	0.8669806106709501	0.5012527236439883	0.3859526334807569	0.0196803726113841	0.0163541565129079	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	1.0351475477218628	1.005440246959937	0.3006000101448977	0.31468490826571416	0.0196803726113841	0.0163541565129079	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	1.1208059787750244	1.096868748495189	0.2623704586754695	0.2726987718532139	0.0196803726113841	0.0163541565129079	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	0.7937741279602052	0.8435416728536389	0.42732693688543444	0.39892556944811997	0.0196803726113841	0.0163541565129079	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000003147	ICA1	7	8152814	-0.4184579474214177	-0.3848402393786723	0.6756123266193634	0.7003557841294666	0.070881228953822	0.0703198167945145	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.761523457600292	0.5070074248931511	0.4463444733290425	0.6121496088792948	0.070881228953822	0.0703198167945145	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.500312234771361	0.1020884855706979	0.6168552405425614	0.9186864404453806	0.070881228953822	0.0703198167945145	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	1.2829295387880177	1.4044256767449093	0.1995167629519723	0.16019212929768423	0.070881228953822	0.0703198167945145	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	1.0111595110158154	1.2061230114984574	0.3119400910555421	0.22777006330607208	0.070881228953822	0.0703198167945145	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000003509	NDUFAF7	2	37458774	0.22960335016250608	0.6392861305876973	0.818400003368142	0.522636809396377	0.04001374243859	0.0364309776654483	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.7412066459655761	1.583846048859203	0.4585681543818876	0.11322875726122182	0.04001374243859	0.0364309776654483	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	-0.6649225950241089	0.2504603508348875	0.5061000029899572	0.8022313631511071	0.04001374243859	0.0364309776654483	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	-0.004060239065438509	1.0759248644552764	0.9967604068375948	0.2819608607271966	0.04001374243859	0.0364309776654483	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	0.42281985282897944	1.279287652679414	0.6724267018341323	0.20079577903070722	0.04001374243859	0.0364309776654483	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000003987	MTMR7	8	17155539	0.532436287333986	-0.1569199931350538	0.5944238581844987	0.8753079028184306	0.0189909572908876	8.50152281125172e-4	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.678139630433335	0.4594097948215489	0.49768316525203926	0.6459399158054712	0.0189909572908876	8.50152281125172e-4	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	1.780454302906361	2.1724629547124583	0.07500164156015783	0.02982076095225531	0.0189909572908876	8.50152281125172e-4	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	0.17016701226105038	0.525812285389575	0.8648787937216494	0.5990186377703469	0.0189909572908876	8.50152281125172e-4	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	0.3841587059803681	-0.21975382803734217	0.7008608222767527	0.8260628804684702	0.0189909572908876	8.50152281125172e-4	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
ENSG00000003989	SLC7A2	8	17354597	0.8792596700884056	0.8792596700884056	0.37926049758824476	0.37926049758824476	0.145111851080502	0.145111851080502	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.13149837492536218	0.13149837492536218	0.8953810720342188	0.8953810720342188	0.145111851080502	0.145111851080502	1.70590242238144e-5	1.7053206002728514e-5	FALSE	FALSE	0.579756633446252	0.579756633446252	0.5620787460206409	0.5620787460206409	0.145111851080502	0.145111851080502	1.7094017094017095e-5	1.7047391749062393e-5	FALSE	FALSE	0.9282497042325045	0.9282497042325045	0.35327805705147053	0.35327805705147053	0.145111851080502	0.145111851080502	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE	-0.24423770637093245	-0.24423770637093245	0.8070467256756435	0.8070467256756435	0.145111851080502	0.145111851080502	1.7041581458759374e-5	1.7041581458759374e-5	FALSE	FALSE
