ENSG ID	Gene Symbol	CHR	pos.p0	susie.cs_index	susie.pip	susie.mu2	schwartz_gwas.best.zscore	schwartz_gwas.lasso.zscore	schwartz_gwas.best.pvalue	schwartz_gwas.lasso.pvalue	schwartz_gwas.best.bfr_thresh	schwartz_gwas.lasso.bfr_thresh	schwartz_gwas.best.pred_perf_r2	schwartz_gwas.lasso.pred_perf_r2	schwartz_gwasx.best.zscore	schwartz_gwasx.lasso.zscore	schwartz_gwasx.best.pvalue	schwartz_gwasx.lasso.pvalue	schwartz_gwasx.best.bfr_thresh	schwartz_gwasx.lasso.bfr_thresh	schwartz_gwasx.best.pred_perf_r2	schwartz_gwasx.lasso.pred_perf_r2	bellen.best.zscore	bellen.lasso.zscore	bellen.best.pvalue	bellen.lasso.pvalue	bellen.best.bfr_thresh	bellen.lasso.bfr_thresh	bellen.best.pred_perf_r2	bellen.lasso.pred_perf_r2	wight.best.zscore	wight.lasso.zscore	wight.best.pvalue	wight.lasso.pvalue	wight.best.bfr_thresh	wight.lasso.bfr_thresh	wight.best.pred_perf_r2	wight.lasso.pred_perf_r2	jansen.best.zscore	jansen.lasso.zscore	jansen.best.pvalue	jansen.lasso.pvalue	jansen.best.bfr_thresh	jansen.lasso.bfr_thresh	jansen.best.pred_perf_r2	jansen.lasso.pred_perf_r2
ENSG00000115828	QPCT	2	37571717	1	0.969476823170421	16.8635479568823	-4.22799175215014	-3.1798645049931915	2.3578643313272668e-5	0.0014734392977635733	1.70590242238144e-5	1.7053206002728514e-5	0.0946682301771644	0.0821406814385787	-4.452098992446169	-4.102754208770338	8.503494475726435e-6	4.082608969052418e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0946682301771644	0.0821406814385787	-4.002274506257468	-3.6719354806003364	6.273644985380087e-5	2.407204621664902e-4	1.7094017094017095e-5	1.7047391749062393e-5	0.0946682301771644	0.0821406814385787	-3.500653708164874	-3.756854369275166	4.6411850279666044e-4	1.7206255834025712e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0946682301771644	0.0821406814385787	-3.617022402398295	-3.8617730426161545	2.980115199971725e-4	1.1256711412847038e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0946682301771644	0.0821406814385787
ENSG00000163596	ICA1L	2	203640690	1	0.895094570749292	15.875346662172	-1.848795400500772	-2.3259987998276515	0.06448736177136755	0.020018614707942875	1.70590242238144e-5	1.7053206002728514e-5	0.220408314672684	0.212910000724852	-3.6592104806035977	-3.821580920494911	2.529934870568799e-4	1.325988885853501e-4	1.70590242238144e-5	1.7053206002728514e-5	0.220408314672684	0.212910000724852	-4.69773232504579	-4.521827489434825	2.6306587699062773e-6	6.130801635362094e-6	1.7094017094017095e-5	1.7047391749062393e-5	0.220408314672684	0.212910000724852	-4.234508560878294	-4.29232509135445	2.2905205963213832e-5	1.768118199180203e-5	1.7041581458759374e-5	1.7041581458759374e-5	0.220408314672684	0.212910000724852	-3.4322624422565644	-3.742373252640133	5.985680194581034e-4	1.8229048274376704e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.220408314672684	0.212910000724852
ENSG00000198087	CD2AP	6	47445525	1	0.942795733196638	30.764178889454	4.479600534990393	4.9892663760273654	7.478286119890952e-6	6.060902408125332e-7	1.70590242238144e-5	1.7053206002728514e-5	0.0693462543174588	0.0574851580125626	5.24809692667217	6.0684170332342084	1.5367844200503664e-7	1.291771182716637e-9	1.70590242238144e-5	1.7053206002728514e-5	0.0693462543174588	0.0574851580125626	5.1076139721467015	5.743860297263096	3.2625231386647826e-7	9.2542147133192e-9	1.7094017094017095e-5	1.7047391749062393e-5	0.0693462543174588	0.0574851580125626	6.6545359759072165	7.169855317264235	2.8419523587101585e-11	7.507706809717565e-13	1.7041581458759374e-5	1.7041581458759374e-5	0.0693462543174588	0.0574851580125626	4.964292311168886	5.586226715081232	6.895202741157802e-7	2.3205625436873428e-8	1.7041581458759374e-5	1.7041581458759374e-5	0.0693462543174588	0.0574851580125626
ENSG00000026652	AGPAT4	6	161551011	1	0.891696637706251	15.7132346426594	3.137897399975799	3.5763322987654047	0.0017016442933419451	3.484486736812306e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0561408644123103	0.0453647107341937	3.678298096703171	3.6995382779115045	2.3479544877870592e-4	2.1599206306273567e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0561408644123103	0.0453647107341937	1.5548081390650257	1.122136588133673	0.11999177014205227	0.26180436926924966	1.7094017094017095e-5	1.7047391749062393e-5	0.0561408644123103	0.0453647107341937	1.9379594280503416	2.040437377440031	0.05262817261819271	0.04130678229246025	1.7041581458759374e-5	1.7041581458759374e-5	0.0561408644123103	0.0453647107341937	2.531232090857953	2.435060507919609	0.011366261119404895	0.01488929966625512	1.7041581458759374e-5	1.7041581458759374e-5	0.0561408644123103	0.0453647107341937
ENSG00000168575	SLC20A2	8	42273993	1	0.971473705963223	17.2688602643782	-2.8114761114120483	-2.960715056213446	0.0049314752571163615	0.0030692575681164915	1.70590242238144e-5	1.7053206002728514e-5	0.0759593912901857	0.0703577256430142	-4.128625392913819	-4.15850292536113	3.6493840375981814e-5	3.2034013124410675e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0759593912901857	0.0703577256430142	-2.684025287628174	-2.833067704408253	0.007274160406701039	0.00461036200139464	1.7094017094017095e-5	1.7047391749062393e-5	0.0759593912901857	0.0703577256430142	-1.614134907722473	-1.7136686655916649	0.10649816712408275	0.08658959479090748	1.7041581458759374e-5	1.7041581458759374e-5	0.0759593912901857	0.0703577256430142	-1.2505267858505251	-1.453727844166687	0.21110717677827573	0.14602177529487026	1.7041581458759374e-5	1.7041581458759374e-5	0.0759593912901857	0.0703577256430142
ENSG00000165025	SYK	9	93564069	1	0.869996694003607	15.8582797335382	-1.164106203555142	-2.450642691287098	0.244380974935267	0.014260142947069	1.70590242238144e-5	1.7053206002728514e-5	0.0118450982852878	0.00639764998372538	-0.8403329384925117	-3.6882964602458848	0.40072173813385426	2.2576051781881518e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0118450982852878	0.00639764998372538	-1.5688819174020447	-4.7264068629548035	0.11667545604767042	2.2852753666576366e-6	1.7094017094017095e-5	1.7047391749062393e-5	0.0118450982852878	0.00639764998372538	-0.9752827877372957	-3.588869603212856	0.3294200059907745	3.3211489615107294e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0118450982852878	0.00639764998372538	-0.7801862971623867	-3.838333077439534	0.43528122675504566	1.2387237907506794e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0118450982852878	0.00639764998372538
ENSG00000108091	CCDC6	10	61548521	1	0.955009936696081	18.8699761644424	1.7905749350393814	1.968762973433712	0.07336153226360603	0.04898031602896259	1.70590242238144e-5	1.7053206002728514e-5	0.159223276249341	0.147565901076003	3.7594290213981303	4.4498861632477675	1.7030158361468504e-4	8.591581695406098e-6	1.70590242238144e-5	1.7053206002728514e-5	0.159223276249341	0.147565901076003	3.6669175769679048	4.379655953823526	2.454918810560924e-4	1.1886682758696649e-5	1.7094017094017095e-5	1.7047391749062393e-5	0.159223276249341	0.147565901076003	5.157242221604323	5.404626770448198	2.50613517924973e-7	6.494347860880296e-8	1.7041581458759374e-5	1.7041581458759374e-5	0.159223276249341	0.147565901076003	4.406107366718704	4.698813061349657	1.0524481161227189e-5	2.61677834381593e-6	1.7041581458759374e-5	1.7041581458759374e-5	0.159223276249341	0.147565901076003
ENSG00000108219	TSPAN14	10	82213922	2	0.997005364029856	28.2714335001976	3.5540316205558393	4.124604036588642	3.793735976027084e-4	3.713730994988239e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0259926889069316	0.0245047462014741	5.287166190733318	5.79892498940264	1.242257703156704e-7	6.6741375506043985e-9	1.70590242238144e-5	1.7053206002728514e-5	0.0259926889069316	0.0245047462014741	7.213665224093666	7.220653289142766	5.446556499632002e-13	5.173841133842483e-13	1.7094017094017095e-5	1.7047391749062393e-5	0.0259926889069316	0.0245047462014741	3.0610536890472844	3.8116767133514355	0.0022055954127342048	1.3802732556327833e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0259926889069316	0.0245047462014741	3.290047982307802	2.5826254367502917	0.001001702997837657	0.009805171108406851	1.7041581458759374e-5	1.7041581458759374e-5	0.0259926889069316	0.0245047462014741
ENSG00000107679	PLEKHA1	10	124134212	1	0.955359565918861	16.4414441092456	3.1289151374591495	3.398592778565466	0.0017545297272330764	6.773348503440029e-4	1.70590242238144e-5	1.7053206002728514e-5	0.0657095256464829	0.00644069145223647	4.352324003571497	4.029633004213638	1.3470199491123881e-5	5.5864000535626494e-5	1.70590242238144e-5	1.7053206002728514e-5	0.0657095256464829	0.00644069145223647	4.665818319044542	3.8454893058779183	3.0739121832643566e-6	1.2031211196315561e-4	1.7094017094017095e-5	1.7047391749062393e-5	0.0657095256464829	0.00644069145223647	4.480890232312161	4.403249644961071	7.433233608248271e-6	1.066413318946353e-5	1.7041581458759374e-5	1.7041581458759374e-5	0.0657095256464829	0.00644069145223647	4.061453899411574	3.469958741637903	4.876804932617651e-5	5.205383178835468e-4	1.7041581458759374e-5	1.7041581458759374e-5	0.0657095256464829	0.00644069145223647
ENSG00000179912	R3HDM2	12	57643392	1	0.832313088211267	15.4200600072561	1.6425002723419573	2.0612700469383247	0.10048636976370534	0.03927728413480642	1.70590242238144e-5	1.7053206002728514e-5	0.00953672414079609	0.00557575933916621	2.493898635301638	3.4365549953921155	0.012634862042747406	5.89162729591583e-4	1.70590242238144e-5	1.7053206002728514e-5	0.00953672414079609	0.00557575933916621	0.6508256128053858	1.340580075760055	0.5151590645121797	0.18005682972112802	1.7094017094017095e-5	1.7047391749062393e-5	0.00953672414079609	0.00557575933916621	0.08612818693187288	0.8434413663163722	0.9313645169423383	0.3989816450349478	1.7041581458759374e-5	1.7041581458759374e-5	0.00953672414079609	0.00557575933916621	1.8102816844133365	2.7224870674061337	0.07025211587124691	0.006479256936488049	1.7041581458759374e-5	1.7041581458759374e-5	0.00953672414079609	0.00557575933916621
